ilju_a,ilju_b,케미_점수,케미_타입,종합_분석,연애_스타일,주의_포인트,럭키_데이트,생성시각
甲子(갑자),戊午(무오),82,다이내믹 텐션,"시원한 생명력의 갑자(A)와 뜨거운 열정의 무오(B)가 만난 역대급 자극 케미! 서로 정반대의 MBTI처럼 다른 매력에 확 끌리는 스타일이에요. 물과 불의 만남이라 텐션이 극과 극을 달리지만, 그만큼 서로의 세계관을 200% 확장해주는 성장형 커플! 서로의 결핍을 채워주는 파워풀한 에너지가 아주 힙해요.",냉탕과 온탕을 오가는 짜릿한 밀당 천재 바이브! 조용히 힐링하다가도 갑자기 텐션 터지는 핫플 투어로 분위기 전환하는 반전 매력 데이트가 일상이에요.,서로의 속도가 다를 땐 '그럴 수 있지' 마인드셋 장착! 서로의 다름을 리스펙트해준다면 세상 어디에도 없는 유니크한 찐사랑 완성입니다.,"페스티벌, 루프탑 바, 스포츠 경기 관람",2026-03-07 00:00:50
甲子(갑자),癸亥(계해),92,워터풀 힐링,"쭉 뻗은 소나무 갑자(A)에게 끝없는 수분을 공급하는 계해(B)의 만남! 두 사람 모두 수(水) 기운이 낭낭해서 감수성 텐션이 세계관 최강자급이에요. 서로의 마음을 찰떡같이 알아채는 공감 능력이 시너지를 내니, 같이만 있어도 마음이 편안해지는 소울메이트 각! 서로를 무한 신뢰하며 성장하는 촉촉한 케미가 미쳤습니다.",새벽 감성 터지는 깊은 대화와 정서적 교감이 메인! 화려한 핫플보다는 우리만의 아늑한 아지트에서 꽁냥거리는 릴랙스 바이브가 찐이에요.,둘 다 생각이 깊어 고민이 많아질 수 있어요! 가끔은 딥한 생각에서 벗어나 함께 몸을 움직이는 활동으로 에너지를 환기하면 텐션 유지에 굿!,"물멍 카페, 수족관, 넷플릭스 정주행",2026-03-07 00:01:36
乙丑(을축),戊辰(무진),84,단단한 갓생,끈기 있는 초목 을축(A)과 광활한 대지 무진(B)의 만남! 을축의 섬세한 터치와 무진의 든든한 서포트가 만나 안정감이 미쳤다 소리 절로 나와요. 서로의 성장을 자극하는 건강한 에너지 덕분에 같이 있을수록 시너지가 폭발하는 타입! 뿌리 깊은 나무처럼 흔들림 없는 텐션 세계관을 보여주는 갓생 커플 각입니다.,차곡차곡 신뢰를 쌓아가는 빌드업 연애! 화려한 퍼포먼스보다 소소한 일상을 공유하며 서로의 편이 되어주는 듬직하고 쿨한 바이브가 특징이에요.,둘 다 자기만의 리듬이 확실한 편! 가끔은 서로의 고집을 유연하게 받아주는 텐션 조절이 필요해요. 솔직한 대화 한 스푼이면 찐사랑 유지 가능!,"식물원 카페, 브런치 투어, 원데이 클래스",2026-03-07 00:02:30
乙丑(을축),癸酉(계유),96,착붙 자석 케미,"끈기 만렙 을축(A)과 센스 만점 계유(B)의 만남! 유축합으로 묶여버린 텐션이 거의 자석급이에요. 계유의 촉촉한 기운이 을축을 생해주니 시너지가 미쳤다 소리 절로 나옴! 서로의 마음을 찰떡같이 알아채는 감각적인 소울메이트 각이라, 한 번 빠지면 헤어 나올 수 없는 찐사랑 세계관을 형성하는 중이에요.",세련되고 감각적인 무드! 힙한 감성 카페나 갤러리를 돌며 서로의 취향을 공유하는 고퀄리티 데이트 바이브를 자랑해요.,가끔은 서로 너무 섬세해서 살짝 예민해질 수도! 그럴 땐 '오히려 좋아' 마인드로 솔직하게 웃어넘기면 케미 폭발 유지 가능!,"편집숍 쇼핑, 와인바, 전시회 투어",2026-03-07 00:03:09
乙丑(을축),戊寅(무인),81,밀당 성장 케미,섬세한 들꽃 을축(A)과 듬직한 산 무인(B)의 만남! 을축이 무인의 넓은 품을 파고들며 서로의 세계관을 넓혀주는 중이에요. 목(木)과 토(土)의 에너지가 서로를 건강하게 자극하니 시너지가 미쳤다 소리 절로 나옴! 서로 다른 텐션 덕분에 지루할 틈 없는 소울메이트 각이라 같이 있을수록 갓생 시너지 폭발하는 성장형 커플입니다.,무심한 듯 다정한 무인의 리드와 을축의 섬세한 배려가 섞인 힙한 바이브! 서로의 속도차를 즐기는 밀당 천재들의 세련된 연애 스타일이에요.,각자의 개성이 강해 가끔 텐션 충돌이 생길 수 있음! 그럴 땐 '오히려 좋아' 마인드로 상대의 스타일을 인정해주면 찐사랑 모드 무한 유지 가능!,"한강 피크닉, 베이커리 카페, 도심 야경 산책",2026-03-07 00:03:54
乙丑(을축),癸未(계미),78,성장형 커플,끈기 있는 을축(A)과 감성 장인 계미(B)의 만남! 서로 다른 토(土) 에너지가 충돌하며 새로운 스파크를 일으키는 텐션 세계관이에요. 계미의 촉촉한 비가 을축의 대지를 적셔주니 같이 있을수록 시너지 미쳤다 소리 절로 나옴! 정반대 매력에 끌리는 자극적인 궁합이라 서로의 다름을 리스펙트할 때 찐사랑 모먼트가 폭발하는 성장형 케미입니다.,은근한 밀당이 오가는 텐션 있는 분위기! 차분한 을축과 섬세한 계미가 만나 서로의 감정을 깊게 파고드는 소울메이트 바이브를 자랑해요.,서로의 고집이 맞붙을 땐 '오히려 좋아' 마인드 셋이 필수! 유연한 대화 한 스푼만 더하면 우리 사이 텐션은 평생 무적권 유지 가능해요.,"프라이빗 영화관, 심야 드라이브, 감성 캠핑",2026-03-07 00:04:36
乙丑(을축),戊子(무자),88,안정형 갓벽 케미,"섬세한 초록 감성 을축과 듬직한 대지 바이브 무자가 만난 갓벽 조합! 무자의 넓은 품 안에서 을축이 예쁘게 피어나는 형국이라 정서적 안정감이 미쳤어요. 서로가 서로의 부족한 부분을 퍼즐처럼 채워주는 상호보완적 텐션이라, 시간이 갈수록 신뢰가 떡상하는 소울메이트 각입니다. 은근히 서로에게 스며드는 시너지가 장난 아니네요.",차분하면서도 몽글몽글한 으른 연애 스타일! 화려한 파티보다는 우리만의 아지트에서 도란도란 대화 나누는 걸 선호해요. 서로의 커리어를 응원하며 함께 성장하는 '갓생 커플' 바이브가 뿜뿜!,둘 다 속마음을 꾹꾹 누르는 편이라 가끔은 쿨하게 '감정 오픈런'이 필요해요. 서운한 게 있다면 바로바로 공유해서 소통 지수를 높여보세요. 솔직함 한 스푼이면 텐션 유지 쌉가능!,"LP 바 투어, 프라이빗 전시회, 야간 산책",2026-03-07 00:05:28
乙丑(을축),癸巳(계사),92,촉촉한 힐링 케미,"여린 풀잎 을축과 단비 같은 계사가 만난 역대급 촉촉 조합! 계사가 을축의 뿌리를 적셔주고, 사화(巳)가 따뜻한 햇살까지 비춰주니 이건 뭐 '연애 생태계'의 완성형이죠. 서로가 서로에게 쉼표가 되어주는 힐링 텐션이 미쳤어요. 함께 있으면 세상의 풍파도 다 막아줄 것 같은 소울메이트 각입니다.",감성 브이로그 재질! 조용한 무드의 카페에서 서로 사진 찍어주고 깊은 대화를 나누는 따스한 바이브예요. 은근히 챙겨주는 세심한 배려가 포인트!,둘 다 생각이 많아지면 '동굴 진입' 할 수도! 그럴 땐 맛있는 디저트로 당 충전하며 대화 폼을 올려보세요. 표현만 더 자주 하면 찐사랑 폼 미쳤다!,"재즈 바, 식물원 카페, 호캉스",2026-03-07 00:06:27
乙丑(을축),戊戌(무술),82,갓생 성장 커플,"단단한 대지 무술과 그 위를 파고드는 끈기의 을축이 만난 빌드업 케미! 서로 자존심은 좀 있지만, 한 번 신뢰 쌓이면 절대 안 깨지는 묵직한 텐션이 미쳤어요. 을축의 섬세함이 무술의 듬직함을 만나 안정감이 폭발하는 구조라, 서로의 성장을 자극하는 건강한 시너지가 장난 아닙니다.",서로의 목표를 응원하는 쿨한 파트너 바이브! 같이 공부하거나 운동하면서 에너지를 채우는 생산적인 데이트가 찰떡이에요.,둘 다 고집이 은근 있어서 '기싸움 챌린지'가 될 수도! 먼저 '미안해'라고 말하는 유연함만 장착하면 관계의 폼이 미친 듯이 올라갈 거예요.,"러닝 크루, 클라이밍, 서점 투어",2026-03-07 00:07:16
乙丑(을축),癸卯(계묘),95,몽글 감성 케미,촉촉한 단비 계묘가 끈기 있는 을축의 정원에 내리는 격! 서로 말이 없어도 눈빛만으로 소통 가능한 감성 세계관이 미쳤어요. 을축의 성실함에 계묘의 센스가 더해지니 시너지 폭발! 서로의 결을 가장 잘 이해하는 부드러운 에너지 조합이라 한 번 빠지면 헤어 나오기 힘든 찐사랑 각입니다.,감성 필터 장착한 에어드랍 바이브! 소품샵 구경하거나 예쁜 카페에서 서로의 인생샷 찍어주며 꽁냥거리는 힐링 데이트가 주특기예요.,가끔 둘 다 '파워 F' 모드가 되면 고민의 늪에 빠질 수 있어요. 그럴 땐 팩트 체크 한 스푼으로 서로의 멘탈을 토닥여주면 텐션 유지 쌉가능!,"플라워 원데이 클래스, 필름 카메라 산책",2026-03-07 00:08:01
乙丑(을축),戊申(무신),84,갓생 시너지 커플,끈기 만렙 을축과 활동량 미친 무신의 만남! 을축이 무신이라는 거대한 바위산을 예쁘게 장식해주는 형국이라 시각적 합부터 이미 갓벽해요. 을축의 섬세한 터치와 무신의 화끈한 실행력이 합쳐지면 못 할 게 없는 무적 세계관 탄생! 서로의 폼을 최고조로 끌어올려 주는 윈윈 케미가 장난 아닙니다.,에너지 넘치는 액티비티 바이브! 무신이 리드하면 을축이 꼼꼼하게 계획을 완성하는 환상의 티키타카가 특징이에요. 함께 맛집 도장 깨기 할 때 텐션 폭발!,둘 다 자기 주관이 뚜렷해서 가끔 '팩폭' 배틀이 열릴 수 있어요. 그럴 땐 귀여운 이모지로 부드럽게 대화 폼을 바꿔주는 센스만 챙기면 찐사랑 모드 유지 쌉가능!,"팝업 스토어 투어, 한강 자전거 데이트",2026-03-07 00:08:42
乙丑(을축),癸丑(계축),89,정서적 소울메이트,겨울 땅 위를 뚫고 나오는 을축과 그 위로 내리는 촉촉한 단비 계축의 만남! 같은 '축(丑)' 에너지를 공유해서 말하지 않아도 통하는 텔레파시 텐션이 미쳤어요. 서로의 고충을 누구보다 잘 알아주는 찐 이해심 덕분에 정서적 유대감이 폭발하는 구조! 시간이 지날수록 서로에게 깊게 스며드는 '슬로우 본드' 시너지가 장난 아닙니다.,세상 차분하고 포근한 힐링 바이브! 시끌벅적한 곳보다 우리만 아는 심야 식당이나 잔잔한 음악이 흐르는 공간에서 감성을 충전하는 스타일이에요.,둘 다 신중한 편이라 가끔 분위기가 너무 진지해질 수 있어요! '먼저 웃기기 챌린지'나 장난스러운 드립으로 연애 텐션을 가볍게 끌어올려 주면 갓벽!,"심야 영화 정주행, 전시회 관람",2026-03-07 00:09:36
乙丑(을축),戊午(무오),78,단짠 성장형 커플,차분하고 끈기 있는 을축과 핫한 불꽃 에너지를 가진 무오의 만남! 얼어붙은 땅을 녹여주는 무오의 열정 덕분에 을축의 잠재력이 폭발하는 시너지가 미쳤어요. 서로 다른 온도 차가 오히려 강한 끌림을 만드는 '자극제 케미'라 한 번 빠지면 헤어 나오기 힘든 마성의 텐션 세계관을 자랑합니다.,무오의 파워풀한 리드와 을축의 세심한 서포트가 만난 갓벽 밸런스! 핫플 데이트와 정적인 휴식이 공존하는 다이내믹한 연애 바이브예요.,가끔 무오의 불도저 텐션에 을축이 깜짝 놀랄 수 있어요! 서로의 '에너지 속도'를 존중하며 천천히 스며드는 '기다림 챌린지'만 성공하면 찐사랑 각!,"루프탑 바, 락 볼링장, 캠핑 불멍",2026-03-07 00:10:19
乙丑(을축),癸亥(계해),94,딥러브 힐링 케미,"겨울 땅을 뚫고 나온 을축과 깊고 넓은 바다 같은 계해가 만난 정서적 끝판왕 조합! 계해의 마르지 않는 에너지가 을축의 성장을 무한 서포트해주니 시너지가 미쳤어요. 서로의 결핍을 채워주는 '상호구원 서사' 급 텐션이라, 시간이 지날수록 서로에게 더 깊게 스며드는 찐사랑 세계관이 펼쳐집니다.",세상 차분하고 촉촉한 무드! 서로의 플레이리스트를 공유하거나 비 오는 날 창가에서 같이 멍 때리는 것만으로도 행복 지수 떡상하는 감성 연애 바이브예요.,가끔 둘 다 감성 과부하가 걸려 속마음을 숨길 수 있어요. '오늘의 기분'을 솔직하게 에어드랍 하는 연습만 하면 관계의 폼이 무한대로 상승할 거예요!,"아쿠아리움, LP 바 투어, 비 오는 날 드라이브",2026-03-07 00:11:01
丙寅(병인),戊辰(무진),88,갓생 시너지 커플,뜨거운 태양 병화(丙)와 든든한 대지 무토(戊)의 만남! 병화의 에너지가 무토를 환하게 비춰주니 서로 보면 광대 승천하는 조합이에요. 나무(寅)와 흙(辰)의 생명력까지 더해져 같이 있으면 아이디어가 샘솟고 세상 힙한 건 다 하고 싶은 텐션 폭발 예감! 서로의 존재 자체가 자존감 뿜뿜하게 만드는 시너지 미친 세계관이에요.,둘이 만나면 텐션이 기본 200%! 계획 없이 만나도 핫플만 쏙쏙 찾아가는 힙스터 바이브예요. 서로 리액션 맛집이라 대화가 끊이지 않는 찐사랑 모먼트가 가득해요.,둘 다 에너지가 넘쳐서 가끔은 '자기주장 타임'이 올 수 있어요. 그럴 땐 서로의 속도에 맞춰주는 센스 한 스푼만 더하면 완벽한 소울메이트 각! 배려도 힙하게 하는 게 포인트예요.,"루프탑 바, 페스티벌 직관, 셀프 사진관",2026-03-07 00:11:53
丙寅(병인),癸酉(계유),82,무지개맛 텐션,태양(丙)과 비(癸)가 만났으니 이건 완전 '무지개 각' 소울메이트! 화끈한 직진형 A와 섬세한 쿨톤 B의 만남은 드라마틱한 텐션 세계관을 만들어요. 서로 다른 매력에 스며드는 속도가 장난 아님! 불꽃 튀는 열정과 시원한 감성이 만나서 매일이 새로운 폼 미친 시너지 커플이에요.,"낮에는 갓생 사는 커플, 밤에는 딥토크 장인들! A가 리드하면 B가 센스 있게 서포트하는 환상의 티키타카가 특징이에요. 같이 있으면 왠지 주인공 된 기분!",가끔 소나기가 내려도 금방 맑아지는 날씨 같은 커플이에요. 서로의 온도 차를 즐기는 여유만 장착하면 찐사랑 모먼트 무한 업데이트 가능! 다름이 곧 매력 포인트예요.,"미술관 투어, 야경 드라이브, LP바",2026-03-07 00:12:46
丙寅(병인),戊寅(무인),92,파워 갓생 커플,"태양(丙)과 대지(戊)가 만났는데, 둘 다 숲(寅)을 품고 있는 형상! 이건 거의 '성공 서사' 찍는 시너지 미친 조합이에요. 서로를 보면 열정이 불타오르고, 같이 있으면 세상 못 할 일이 없는 무적의 텐션 세계관이죠. 서로의 야망을 리스펙하며 함께 성장하는 모습이 딱 요즘 핫한 워너비 커플 그 자체!","만나면 아이디어가 쏟아지는 브레인스토밍 바이브! 핫플 탐방은 기본이고, 서로의 성장을 응원하는 갓생 데이트가 일상이에요. 쿨하고 당당한 연애의 정석!",둘 다 에너지가 넘쳐서 가끔은 '휴식 모드'가 필요할지도! 서로의 속도감을 체크하며 가끔은 멍 때리는 시간을 가지면 찐사랑 유효기간 무한대 연장 가능해요.,"팝업 스토어, 테니스 데이트, 와인바",2026-03-07 00:13:32
丙寅(병인),癸未(계미),85,단짠 밸런스,뜨거운 태양 병화(丙)와 촉촉한 단비 계수(癸)가 만난 '로맨틱 날씨' 조합! 서로의 온도를 조절해 주는 밸런스가 미쳤어요. A의 화끈한 리액션과 B의 섬세한 감성이 어우러져 지루할 틈 없는 텐션 세계관을 만들죠. 서로의 부족한 부분을 채워주는 상호보완적 에너지가 찐사랑 모먼트를 무한 생성하는 구조예요.,A가 분위기를 띄우면 B가 갓벽하게 정리하는 환상의 티키타카! 평소에는 찐친처럼 장난치다가도 결정적인 순간엔 서로를 챙겨주는 '츤데레 힐링' 바이브예요.,"가끔씩 서로의 표현 방식이 다를 수 있지만, 이건 서로를 더 알아가는 성장형 커플의 묘미! '나랑은 다르네?' 대신 '오히려 좋아!' 마인드만 있으면 시너지 폭발!","한강 피크닉, 수족관 데이트, 심야 영화",2026-03-07 00:14:17
丙寅(병인),戊子(무자),84,자석 케미,밝은 태양 A(丙)와 깊고 넓은 대지 B(戊)가 만난 조합! 병화가 무토를 생해주며 서로를 빛나게 해주는 '상생 텐션'이 미쳤어요. 여기에 인(寅)목의 열정과 자(子)수의 냉철함이 섞여 뜨겁다가도 쿨하게 식혀주는 밀당 천재들의 세계관이 펼쳐집니다. 서로의 부족한 리액션과 깊이를 채워주는 환상의 밸런스예요.,화끈하게 놀다가도 진지한 고민 상담으로 밤새는 바이브! A가 리드하면 B가 묵묵히 받아주는 안정감 있는 찐사랑 스타일이에요. 같이 있으면 세상 든든한 소울메이트 각!,"가끔 불과 물의 기싸움이 느껴질 수 있지만, 이건 서로를 더 뜨겁게 만드는 성장형 자극제일 뿐! 솔직한 대화 한 스푼만 얹으면 시너지 폭발하는 갓벽 커플로 거듭납니다.","재즈 바, 호캉스, 전시회 관람",2026-03-07 00:15:12
丙寅(병인),癸巳(계사),78,다이내믹 텐션,태양 병화(丙)와 안개 계수(癸)가 만난 '몽환적 무지개' 조합! 서로 다른 에너지가 충돌하며 만들어내는 스파크가 장난 아니에요. 뜨거운 열정의 A와 유연하고 섬세한 B가 만나 매 순간이 반전 드라마인 성장형 케미! 서로의 속도감을 맞춰가는 과정 자체가 하나의 힙한 콘텐츠가 되는 시너지 미쳤다!,예측 불가능한 짜릿함이 가득한 바이브! A가 화끈하게 리드하면 B가 예상치 못한 멘트로 훅 들어오는 밀당 천재들의 연애 스타일이에요. 같이 있으면 텐션이 수직 상승!,"서로의 온도가 가끔 다를 수 있지만, 그건 서로를 더 뜨겁게 자극하는 요소! 솔직한 감정 공유만 있다면 이건 찐사랑을 향한 빌드업일 뿐이에요. 오히려 좋아!","팝업 스토어, 야간 드라이브, 볼링장",2026-03-07 00:16:08
丙寅(병인),戊戌(무술),95,무적의 소울메이트,"태양(丙)과 광활한 대지(戊)가 만났는데, 심지어 서로 '화국'을 짜버리는 운명적 텐션! A가 아이디어를 던지면 B가 든든하게 현실로 만들어주는 시너지 미쳤다! 서로를 보면 에너지가 풀충전되는 구조라 같이 있는 것만으로도 인생 주인공 된 기분이에요. 이건 진짜 캡처해서 박제해야 할 역대급 케미 폭발 조합!","서로의 1호 팬이 되어주는 찐사랑 바이브! 대화가 너무 잘 통해서 밤새는 건 기본이고, 같이 있으면 근거 없는 자신감까지 뿜뿜하는 당당하고 힙한 연애 스타일이에요.",둘 다 에너지가 너무 뜨거워서 가끔 과몰입할 수 있어요! 그럴 땐 맛있는 거 먹으면서 열기만 살짝 식혀주면 평생 갓생 살 수 있는 성장형 커플 완성!,"캠핑 불멍, 루프탑 파티, 스포츠 직관",2026-03-07 00:16:54
丙寅(병인),癸卯(계묘),89,무지개 힐링 케미,"뜨거운 태양 병화(丙)와 촉촉한 봄비 계수(癸)가 만난 '로맨틱 날씨' 그 자체! 게다가 둘 다 나무(寅, 卯) 에너지를 품고 있어서 같이 있으면 생동감이 미쳤다! 서로의 감성을 찰떡같이 알아채는 소울메이트 각이에요. A의 열정을 B가 부드럽게 감싸주니 만날수록 마음이 편안해지는 시너지 폭발 조합!",감성 카페 투어하면서 인생샷 건져주는 예쁜 연애 스타일! 대화가 끊이지 않는 티키타카 덕분에 지루할 틈이 없어요. 몽글몽글한 텐션이 가득한 바이브!,"가끔은 서로의 예민한 촉이 발동할 수 있지만, 이건 서로를 너무 아끼는 마음에서 나온 성장형 모먼트! 솔직하게 '나 지금 이래'라고 말해주면 찐사랑 지수 수직 상승!","식물원 카페, 인생네컷, 전시회 데이트",2026-03-07 00:17:48
