ilju_a,ilju_b,케미_점수,케미_타입,종합_분석,연애_스타일,주의_포인트,럭키_데이트,생성시각
乙丑(을축),乙丑(을축),95,복사버그 커플,똑닮은 에너지끼리 만난 소울메이트 각! 한겨울 땅속에서 봄을 기다리는 인내심 만렙 을축 둘이 만났으니 말 안 해도 통하는 텔레파시 케미가 미쳤어요. 서로의 단단한 내면과 은근한 고집을 누구보다 잘 이해해 주는 찐사랑 바이브! 함께 있으면 세상 든든하고 편안한 에너지가 풀충전되는 시너지 폭발 조합입니다.,화려한 핫플보다는 우리만의 아지트에서 꽁냥대는 텐션! 서로의 속도에 맞춰 천천히 깊어지는 안정감 100% 데이트 스타일이에요.,둘 다 생각이 깊어서 가끔 고구마 먹은 듯한 정적이 흐를 수 있어요. 그럴 땐 한 명이 먼저 애교 섞인 플러팅을 날려주면 분위기 바로 반전!,"만화 카페, 호캉스, 도자기 공방",2026-03-07 00:01:45
乙丑(을축),庚午(경오),89,자석 밀착 케미,부드러운 을목과 단단한 경금이 만나 서로를 꽉 끌어당기는 합(合)의 정석! 차분한 을축의 대지에 뜨거운 태양 같은 경오의 에너지가 내리쬐며 시너지 미쳤다! 서로 다른 온도 차이가 오히려 치명적인 매력 포인트가 되어 절대 헤어질 수 없는 텐션 세계관을 완성해요. 겉바속촉 찐사랑 각!,은근히 챙겨주는 츤데레 경오와 그걸 다 받아주는 사랑둥이 을축의 조합! 한 명은 화끈하게 리드하고 한 명은 섬세하게 서포트하는 갓벽한 밸런스 데이트 바이브예요.,"가끔 서로의 고집이 불꽃 튈 때도 있지만, 이건 서로를 더 잘 알고 싶어 하는 뜨거운 열정 때문! 5분만 서로의 말을 경청하면 금세 다시 꽁냥 모드로 복귀 가능해요.","재즈 바, 한강 러닝, 불멍 캠핑",2026-03-07 00:02:36
乙丑(을축),乙亥(을해),94,힐링 폼 미쳤다,싱그러운 두 꽃이 만난 '꽃밭 세계관' 탄생! 을해의 풍부한 물 기운이 을축의 차가운 땅을 촉촉하게 적셔주니 서로가 서로를 피어나게 하는 성장형 찐사랑이에요. 같은 목(木) 기운이라 말하지 않아도 통하는 텔레파시가 소름 돋는 수준! 함께 있으면 세상의 풍파를 다 막아줄 것 같은 평화로운 시너지 미쳤다!,보는 사람도 마음 편안해지는 무해한 바이브! 화려한 파티보다 우리만의 소확행을 즐기는 몽글몽글한 분위기에서 텐션이 폭발하는 스타일이에요.,둘 다 너무 착해서 속마음을 삼킬 때가 있어요. 가끔은 '솔직 챌린지'로 서로의 니즈를 팍팍 공유해주면 케미 지수 200% 상승!,"아쿠아리움, LP바 청음, 숲캉스",2026-03-07 00:03:21
乙丑(을축),庚辰(경진),98,자석 밀착 케미,부드러운 을(乙)목과 강인한 경(庚)금이 만나 '을경합'을 이루는 역대급 시너지 조합! 서로를 끌어당기는 힘이 워낙 강해서 첫눈에 반할 소울메이트 각이에요. 축(丑)토와 진(辰)토의 단단한 땅 위에서 서로를 지탱해주니 연애 텐션이 안정적이면서도 묵직한 찐사랑 그 자체! 같이 있으면 세상 무서울 게 없는 무적의 세계관 탄생입니다.,겉으로는 쿨해 보이지만 속은 세상 따뜻한 반전 매력 데이트 바이브! 경진의 리더십과 을축의 섬세한 내조가 만나 갓벽한 밸런스를 보여주는 스타일이에요.,"가끔은 서로의 고집이 불꽃 튈 수 있지만, 이건 서로를 너무 아끼는 마음에서 나오는 열정! 먼저 '오늘 진짜 멋있었어' 한마디면 사르르 녹는 마법이 펼쳐져요.","호캉스, 도자기 공방, 야경 드라이브",2026-03-07 00:03:58
乙丑(을축),乙酉(을유),92,갓생 시너지 커플,"초록초록한 乙(을목)끼리 만난 '찐' 소울메이트 등장! 두 사람 모두 금(金)의 기운을 깔고 있어 결단력과 추진력이 어마어마해요. 丑(축토)의 성실함과 酉(유금)의 세련미가 만나면 서로의 성장을 돕는 완벽한 파트너십이 완성되죠. 함께 목표를 세우면 무조건 성공하는, 텐션 높은 갓생러들의 만남이라 시너지가 미쳤습니다!",겉으론 쿨해 보여도 속으론 서로를 누구보다 리스펙하는 분위기! 트렌디한 팝업 스토어나 자기계발을 함께하는 힙한 데이트 바이브를 지향해요. 서로의 커리어를 응원하는 워너비 커플 스타일입니다.,둘 다 자존심이 세서 가끔 '칼답' 경쟁이 붙을 수 있어요! 그럴 땐 팩트 체크보다는 따뜻한 공감 한 스푼만 더해주면 세상 부러울 것 없는 갓벽한 관계가 유지될 거예요.,"미술관 도슨트 투어, 커플 필라테스, 야경 맛집 루프탑",2026-03-07 00:04:50
乙丑(을축),庚寅(경인),88,자석 밀당 케미,을목(乙)과 경금(庚)이 만난 '을경합' 텐션 무엇? 서로에게 강렬하게 끌리는 운명적 자석 같은 사이예요! 꼼꼼하고 차분한 A와 쿨하고 화끈한 B가 만나면 서로의 부족한 부분을 갓벽하게 채워주는 시너지가 터집니다. 서로 다른 매력에 푹 빠져버리는 소울메이트 각!,"서로 리드하고 싶어 하는 은근한 주도권 싸움조차 핫한 분위기! 세련된 핫플에서 힙하게 즐기는 데이트를 선호하며, 같이 있을 때 자존감이 뿜뿜 올라가는 커플이에요.",둘 다 고집이 살짝 있는 편이라 의견 차이가 생길 수 있어요. 그럴 땐 팩트 폭격보다는 '그럴 수 있지~'라는 무적의 공감 멘트 한 방이면 찐사랑 유지 가능!,"루프탑 와인바, 도심 속 드라이브, 전시회 관람",2026-03-07 00:05:30
乙丑(을축),乙未(을미),82,단짠단짠 케미,똑같은 乙(을목)끼리 만나서 말 안 해도 통하는 텔레파시 폼 미쳤다! 차가운 丑(축토)와 뜨거운 未(미토)가 만나 온도 조절 완벽한 '성장형 커플'이에요. 서로 다른 환경에서 자란 두 사람이 만나 세상을 보는 눈이 2배로 넓어지는 매직! 서로의 다름이 매력 포인트가 되는 텐션 세계관입니다.,"함께 있으면 세상 힙하고 평화로운 힐링 바이브! 때로는 뜨겁게, 때로는 쿨하게 밀당하며 지루할 틈 없는 연애를 즐겨요. 서로의 감성을 100% 이해해 주는 찐사랑 바이브가 가득합니다.",가끔 서로의 고집이 충돌할 땐 '내가 맞지?' 대신 '우리 맛있는 거 먹을까?'로 화제를 전환해 보세요! 유연함 한 스푼이면 시너지 폭발하는 역대급 커플 확정!,"이색 디저트 투어, 도자기 원데이 클래스, 식물 카페",2026-03-07 00:06:16
乙丑(을축),庚子(경자),98,운명적 자석 케미,"천간은 을경합(乙庚合), 지지는 자축합(子丑合)! 위아래로 꽉 묶인 역대급 '천생연분 텐션'이에요. 차분한 A와 쿨한 B가 만나면 서로가 아니면 안 되는 강력한 끌림이 발생하죠. 오행 에너지가 서로를 완벽하게 보완하며 안정감과 설렘을 동시에 잡은, 그야말로 시너지 미쳐버린 소울메이트 각입니다!",말하지 않아도 눈빛만으로 통하는 텔레파시 바이브! 서로를 향한 배려가 디폴트라 주변에서 '둘이 진짜 잘 어울린다'는 소리 지겹게 듣는 찐사랑 스타일이에요. 은은하게 퍼지는 고급진 연애 무드가 특징!,서로 너무 잘 맞아서 가끔 속마음을 생략할 때가 있어요. '당연히 알겠지'보다는 가끔은 오글거리는 사랑 표현을 섞어주는 게 찐! 표현력이 높아질수록 케미는 더 폭발할 거예요.,"프라이빗 와인바, 심야 드라이브, LP 바 데이트",2026-03-07 00:07:02
乙丑(을축),乙巳(을사),95,시너지 폭발 커플,"똑똑한 乙(을목)끼리 만나 대화 텐션부터 미쳤다! 丑(축토)의 든든한 서포트와 巳(사화)의 화끈한 열정이 만나 '사유축' 시너지를 제대로 내는 중이에요. 서로의 감성을 찰떡같이 이해하면서도, 차가운 현실과 뜨거운 열정의 밸런스를 맞춰주는 갓벽한 조합! 함께 있으면 세상 무서울 게 없는 무적의 소울메이트 각입니다.",트렌디한 팝업스토어나 감성 카페에서 인생샷 건져주는 힙한 바이브! 서로의 창의력을 자극하며 같이 노는 게 제일 재밌는 찐사랑 스타일이에요.,둘 다 똑똑해서 가끔은 팩트 폭격기가 될 수 있어요! 그럴 땐 논리보다는 따뜻한 '오구오구' 한 마디면 텐션이 다시 우주 끝까지 올라갈 거예요.,"성수동 팝업 투어, 야경 루프탑 바, 페스티벌 직관",2026-03-07 00:07:42
乙丑(을축),庚戌(경술),85,자석 밀당 케미,천간에서 乙(을목)과 庚(경금)이 만나 '을경합'을 이루니 첫눈에 스파크 튀는 운명적 텐션! 丑(축토)와 戌(경술)의 만남은 서로 다른 에너지를 조율하며 단단해지는 '성장형 커플'의 정석이에요. 서로의 빈틈을 갓벽하게 채워주는 상호보완적 시너지가 미쳤습니다. 파워풀한 리더십과 세밀한 케어가 만난 갓생 커플 각!,서로의 커리어를 리스펙하며 윈윈하는 쿨하고 힙한 바이브! 데이트도 허투루 안 하고 맛집 정복이나 자기계발을 함께하는 고농축 에너지 스타일이에요.,가끔 서로의 고집이 충돌할 땐 '누가 맞나' 배틀 대신 맛있는 디저트 한 입으로 텐션을 녹여보세요! 유연한 대화 한 스푼이면 찐사랑 유지 가능!,"미술관 도슨트 투어, 커플 필라테스, 야경 드라이브",2026-03-07 00:08:35
乙丑(을축),乙卯(을묘),85,푸릇푸릇 힐링 케미,같은 乙(을목)끼리 만나 대화 텐션부터 소울메이트 각! 든든한 대지인 丑(축토)와 싱그러운 에너지를 품은 卯(을묘)가 만나 서로의 감성을 200% 충전해 주는 성장형 커플이에요. 결이 비슷한 에너지가 만나 편안하면서도 생기 넘치는 시너지가 미쳤습니다. 함께 있으면 세상이 초록빛으로 보이는 몽글몽글한 세계관!,서로의 취향을 리스펙하며 소소한 행복을 즐기는 힐링 바이브! 힙한 감성 카페에서 도란도란 수다 떨며 인생샷 남겨주는 평화로운 데이트 스타일이에요.,둘 다 섬세해서 가끔 서운함이 쌓일 수 있어요! 그럴 땐 꾹 참지 말고 '나 이거 좋았어'라고 솔직하게 표현하면 찐사랑 모드 무한 유지 가능!,"식물원 산책, LP 카페 투어, 피크닉",2026-03-07 00:09:11
乙丑(을축),庚申(경신),94,운명적 자석 케미,"천간에서 乙(을목)과 庚(경금)이 만나 '을경합'을 이루니 첫눈에 스파크 튀는 텐션 세계관 오픈! 든든한 丑(축토)와 파워풀한 申(신금)이 만나 서로의 부족한 점을 갓벽하게 채워주는 시너지 미쳤다! 서로에게 강하게 끌리면서도 안정감까지 챙기는, 그야말로 인스타 스토리에 자랑하고 싶은 소울메이트 각이에요.","서로 리스펙하는 폼 미친 연애! 쿨하고 힙한 데이트 바이브를 지향하며, 함께 있으면 자존감이 수직 상승하는 갓생 커플 스타일이에요.",둘 다 주관이 뚜렷해서 가끔 의견이 대립할 땐 '팩트'보다 '애교' 한 스푼이 필요해요! 유연한 대화만 섞어주면 연애 난이도 이지 모드 확정!,"팝업 스토어 투어, 한강 드라이브, 감성 LP바",2026-03-07 00:09:49
丙寅(병인),乙丑(을축),88,갓생 커플,태양 같은 병인일주와 촉촉한 대지 같은 을축일주의 만남! 병인의 파워풀한 에너지를 을축이 차분하게 서포트해 주니 시너지가 미쳤어요. 서로의 부족한 리듬을 채워주는 보완형 관계라 함께 있으면 안정감이 남다르죠. 뜨거운 열정과 쿨한 이성이 만나 밸런스 완벽한 갓벽 케미를 보여줍니다.,서로의 성장을 응원하는 갓생 데이트 바이브! 병인이 텐션 높게 리드하면 을축이 든든한 안식처가 되어주는 찐사랑 정석이에요. 은은하게 스며드는 소울메이트 각!,병인의 불꽃 직진과 을축의 신중한 템포가 다를 수 있어요. 서로의 속도 차이를 '색다른 매력'으로 리스펙해주면 연애 텐션이 무한 상승하는 성장형 커플이 될 거예요!,"루프탑 바, 자기계발 원데이 클래스, 식물 카페",2026-03-07 00:10:41
丙寅(병인),庚午(경오),92,풀악셀 불꽃 케미,"태양 같은 병인과 힙한 백마 경오가 만났다? 이건 못 참지! 뜨거운 화(火) 에너지가 공명하면서 서로의 텐션을 무한대로 끌어올려 주는 시너지 미친 조합이에요. 경오의 단단한 카리스마를 병인이 화사하게 녹여주니, 함께 있는 것만으로도 세상이 우리 위주로 돌아가는 텐션 세계관 완성!",어디서나 시선 강탈! 화려하고 쿨한 데이트를 즐기는 힙스터 바이브예요. 둘이 붙어 있으면 아이디어가 팡팡 터져서 지루할 틈 없는 스펙터클 연애 스타일입니다.,둘 다 에너지가 너무 핫해서 가끔 감정이 과열될 수 있어요! 서로의 '쿨다운 타임'만 챙겨주면 더 뜨겁게 타오르는 찐사랑 유지 가능!,"페스티벌 투어, 핫플레이스 오픈런, 야간 드라이브",2026-03-07 00:11:30
丙寅(병인),乙亥(을해),96,힐링 소울메이트,태양 같은 병인과 촉촉한 비를 머금은 꽃 을해가 만났네요! 을해의 깊은 이해심이 병인의 열정을 더 밝게 비춰주는 시너지 미쳤다... 서로의 영혼을 채워주는 수생목-목생화 라인이 형성되어서 같이만 있어도 운세가 풀리는 천생연분 각입니다. 텐션과 힐링이 공존하는 완벽한 밸런스예요!,서로의 꿈을 무한 지지해주는 몽글몽글한 바이브! 카페에서 수다만 떨어도 시간 순삭되는 찐사랑 분위기예요. 감성 가득한 데이트가 일상인 스타일입니다.,"둘 다 너무 잘 맞아서 가끔은 속마음을 생략할 때가 있어요! 사소한 감정도 'TMI 대잔치'처럼 공유해주면 애정 전선에 이상 무, 더 끈끈해질 거예요.","미술관 투어, 재즈바, 호캉스",2026-03-07 00:12:16
丙寅(병인),庚辰(경진),82,성장형 커플,뜨거운 태양 병인과 단단한 금의 기운 경진이 만났네요! 병인이 환하게 길을 비추면 경진이 묵직하게 길을 닦아주는 느낌? 서로 다른 매력이 자극제가 되어주는 텐션 세계관이에요. 화끈한 열정과 쿨한 카리스마가 만나 시너지 미쳤다! 서로를 담금질하며 더 빛나게 만드는 갓생 메이트 각입니다.,서로의 야망을 리스펙트하는 파워풀한 바이브! 같이 목표를 정하고 하나씩 부수는 '퀘스트 깨기' 데이트가 잘 어울려요. 쿨하고 당당한 연애 스타일!,가끔씩 고집 부리고 싶을 땐 '누가 더 쿨한가' 배틀을 해보세요! 서로의 강한 자아를 '멋짐'으로 인정해주면 찐사랑 지수 폭발할 거예요.,"팝업스토어 웨이팅, 테니스, 한강 러닝",2026-03-07 00:13:08
丙寅(병인),乙酉(을유),78,밀당 천재 커플,뜨거운 태양 병인과 힙한 보석 을유의 만남! 병인의 파워풀한 에너지가 을유를 화려하게 비춰주니 시너지 미쳤다... 서로 다른 결의 에너지가 만나 텐션 세계관이 아주 쫄깃해요. 조금씩 맞춰가며 완성되는 서사가 마치 하이틴 로맨스 주인공들 같은 성장형 케미 그 자체!,화려한 비주얼이 돋보이는 커플! 서로의 폼 미친 스타일을 칭찬해주며 기 살려주는 바이브예요. 은근한 밀당이 섞인 짜릿한 데이트 텐션을 즐기는 스타일!,"가끔 서로의 한마디에 뾰족해질 수 있지만, 이건 다 애정 표현의 변주! '너라서 솔직한 거야'라고 예쁘게 말해주면 찐사랑 유지 가능합니다.","편집숍 쇼핑, 야경 맛집, LP바",2026-03-07 00:13:53
丙寅(병인),庚寅(경인),85,파워 상향 평준화,불꽃 리더 병인과 힙한 카리스마 경인이 만난 텐션 세계관! 두 사람 모두 호랑이의 기운을 품고 있어서 에너지가 장난 아니에요. 서로의 야망과 스케일을 리스펙트하며 함께 달릴 때 시너지 미쳤다! 서로가 서로에게 최고의 자극제가 되어주는 갓생 커플의 정석이자 폼 미친 조합입니다.,누가 봐도 주인공 포스 뿜뿜하는 파워풀한 바이브! 같이 운동을 하거나 힙한 챌린지를 찍으며 에너지를 발산하는 액티브한 데이트 스타일이에요.,둘 다 에너지가 넘치다 보니 가끔 '누가 더 쎈가' 배틀이 붙을 수 있어요! '지는 게 이기는 거'라는 마인드로 한 번씩만 양보하면 찐사랑 모드 유지 완료!,"크로스핏, 클라이밍, 인스타 핫플 사냥",2026-03-07 00:14:33
丙寅(병인),乙未(을미),94,햇살 한 스푼,"태양 같은 병인과 부드러운 풀꽃 을미가 만났네요! 병인의 열정이 을미를 쑥쑥 자라게 하고, 을미는 병인의 불꽃을 더 예쁘게 꽃피워주는 환상적인 목생화 시너지 미쳤다... 서로가 서로에게 따뜻한 안식처가 되어주는 동시에 텐션까지 챙기는 소울메이트 각! 함께 있으면 운빨까지 상승하는 갓벽한 조합이에요.",보는 사람도 광대 승천하게 만드는 몽글몽글한 바이브! 병인이 리드하면 을미가 센스 있게 따라와 주는 티키타카 정석이에요. 따뜻하고 다정한 분위기가 디폴트인 찐사랑 스타일!,가끔 병인이 너무 열정 넘쳐서 을미가 살짝 더워할 수 있어요! 그럴 땐 을미의 차분한 템포에 맞춰 한 템포 쉬어가면 케미 폭발 유지 가능!,"식물원 산책, 테라스 브런치, LP 청음회",2026-03-07 00:15:10
