ilju_a,ilju_b,케미_점수,케미_타입,종합_분석,연애_스타일,주의_포인트,럭키_데이트,생성시각
乙丑(을축),辛巳(신사),88,럭셔리 시너지,은근한 끈기의 을축과 힙하고 예리한 신사가 만난 갓벽 조합! 서로의 부족한 점을 금과 흙의 에너지로 꽉 채워주는 상생 바이브가 미쳤어요. 을축의 안정감 위에 신사의 화려한 센스가 더해지니 함께할수록 서로의 가치가 떡상하는 소울메이트 각! 텐션 세계관이 아주 고급스럽고 견고합니다.,세련된 오마카세를 즐기거나 갤러리를 투어하는 프리미엄 바이브! 서로의 커리어를 리스펙하며 영감을 주고받는 어른 연애의 정석이에요.,"가끔 신사의 직설적인 팩폭에 을축이 상처받을 수 있으니, 부드러운 쿠션 화법 한 스푼만 추가해 주세요! 그것만 조심하면 찐사랑 케미 폭발!","파인다이닝, 향수 공방, 전시회 관람",2026-03-07 00:03:53
乙丑(을축),丙戌(병술),88,갓생 시너지 커플,"귀염뽀짝한 넝쿨 식물 을축(A)과 화끈한 태양 병술(B)의 만남! 차가운 땅을 녹여주는 따스한 햇살 덕분에 연애 텐션이 수직 상승하는 조합이에요. 서로의 부족한 온도를 채워주는 완벽한 밸런스로, 함께 있으면 세상이 환해지는 에너지가 뿜뿜! 서로가 서로에게 최고의 기운을 북돋아 주는 갓벽한 상생 케미입니다.",서로의 열정을 리스펙하며 성장을 응원하는 쿨한 바이브! 같이 취미를 공유하거나 자기계발할 때 텐션이 폭발해요. 세련된 대화가 끊이지 않는 지적인 데이트 스타일입니다.,둘 다 에너지가 넘쳐서 가끔은 휴식이 필요해요! 서로의 속도가 다를 땐 템포를 맞춰주는 '슬로우 모드' 한 스푼만 더하면 더 깊은 소울메이트로 거듭날 수 있어요.,"전시회 관람, 야경 루프탑 바, 배드민턴",2026-03-07 00:04:37
乙丑(을축),辛卯(신묘),82,갓벽 성장 커플,섬세한 을축(A)과 힙한 감각의 신묘(B)가 만난 갓생 케미! 서로의 부족한 결을 채워주며 텐션이 폭발하는 세계관이에요. 나무와 금의 기운이 만나 서로를 더 예쁘게 다듬어주는 시너지가 미쳤다! 처음엔 밀당 천재들 같아도 시간이 갈수록 서로의 폼을 올려주는 소울메이트 각이 확실해요.,세련된 핫플 정복은 기본! 서로의 커리어나 패션을 체크해주는 트렌디한 바이브예요. 같이 있을 때 비주얼 시너지가 압권인 인플루언서 재질의 커플입니다.,둘 다 예민한 감각의 소유자라 가끔 뾰족한 말이 나올 수 있어요! 그럴 땐 '오히려 좋아' 마인드로 서로를 부드럽게 안아주면 관계가 더 갓벽해져요.,"팝업스토어 투어, 한강 러닝, 와인바",2026-03-07 00:05:19
乙丑(을축),丙申(병신),85,태양광 힐링 케미,차분한 늪의 꽃 을축(A)과 화끈한 태양 병신(B)의 만남! 차가운 땅을 병화가 따스하게 녹여주니 을목이 쑥쑥 자라나는 상생 시너지가 미쳤다! 서로 다른 결이 만나 부족함을 채워주는 '보완형 텐션'이라 같이 있으면 세상 든든한 소울메이트 각이에요. 서로의 존재 자체가 럭키비키 그 자체인 조합!,화려한 핫플 데이트를 주도하는 B와 그걸 차분하게 즐기며 정리해주는 A의 조화! 텐션과 안정이 공존하는 힙한 바이브의 연애 스타일이에요.,B의 불같은 텐션에 A가 가끔 기빨릴 수 있음 주의! 그럴 땐 서로의 속도를 리스펙하며 '따로 또 같이' 릴렉스하는 시간을 가지면 찐사랑 인증 완료!,"루프탑 칵테일 바, LP 바 청음, 호캉스",2026-03-07 00:06:12
乙丑(을축),辛丑(신축),78,갓생 메이트,섬세한 '을축'과 엣지 있는 '신축'의 만남! 두 사람 모두 묵직한 땅의 에너지를 품고 있어 서로의 진심을 누구보다 잘 알아주는 찐사랑 예감이에요. 금과 나무가 만나 서로를 더 세련되게 다듬어주는 '성장형 텐션'이 미쳤다! 서로의 폼을 미친 듯이 끌어올려 주는 럭키비키한 시너지가 가득한 관계입니다.,화려한 겉모습보다 내실 있는 데이트를 선호하는 바이브! 맛집 웨이팅도 즐겁게 버티는 단단한 소울메이트 각이에요. 같이 있으면 정서적 안정감이 폭발하는 스타일!,둘 다 생각이 깊어서 가끔 '고구마 텐션'이 될 수 있어요. 그럴 땐 솔직한 마음을 '오히려 좋아' 마인드로 툭 터놓고 얘기하면 케미가 더 쫀득해질 거예요!,"미술관 투어, 조용한 북카페, 심야 영화",2026-03-07 00:06:59
乙丑(을축),丙午(병오),92,풀파워 충전 케미,"차분하고 단단한 을축(A)과 에너제틱한 태양 병오(B)의 만남은 그야말로 시너지 미쳤다! 차가운 땅속 꽃이 뜨거운 태양을 만나 화려하게 피어나는 텐션 세계관이에요. 서로 다른 온도가 만나 완벽한 밸런스를 맞추는 성장형 커플로, 함께 있을 때 서로의 매력이 리즈 갱신하는 찐사랑 조합입니다.",에너지 넘치는 B가 데이트를 리드하고 A가 섬세하게 챙겨주는 갓벽한 밸런스! 화끈한 축제 같은 분위기와 편안한 힐링이 공존하는 유니크한 바이브예요.,B의 열정이 너무 뜨거울 땐 A가 살짝 숨 고를 시간을 주면 좋아요! 서로의 속도 차이를 '다름의 미학'으로 즐기면 케미 폭발 유지 가능!,"페스티벌 투어, 인피니티 풀, 야간 드라이브",2026-03-07 00:07:49
乙丑(을축),辛亥(신해),84,보석 꽃 케미,은근한 끈기의 을축(A)과 화려한 보석 신해(B)가 만난 럭셔리 텐션! 차가운 물 위에 핀 꽃을 보석이 더 빛나게 다듬어주는 시너지가 미쳤다! 서로의 섬세함을 찰떡같이 알아봐 주는 소울메이트 각이에요. 알면 알수록 서로에게 스며드는 묘한 중독성이 이 커플의 관전 포인트!,감각적이고 세련된 무드가 흐르는 데이트 바이브! 말하지 않아도 통하는 은은한 텔레파시 연애 스타일이에요. 분위기 좋은 곳에서 딥토크 할 때 케미 폭발!,둘 다 예민한 감수성 끝판왕이라 가끔 서운함이 쌓일 수 있어요. 그럴 땐 '오히려 좋아' 마인드로 솔직하게 마음을 쉐어하면 찐사랑 모드 유지 가능!,"재즈 바, 전시회 관람, 오마카세",2026-03-07 00:08:32
乙丑(을축),丙辰(병진),94,햇살 넝쿨 케미,차분한 끈기캐 을축(A)과 에너제틱한 태양 병진(B)의 만남! 얼어있던 땅을 촉촉하고 따뜻하게 녹여주는 병화의 에너지가 을목을 무섭게 성장시키는 시너지 미쳤다! 서로의 존재가 서로를 리즈 갱신하게 만드는 '확신형 텐션'이에요. 함께 있으면 세상이 럭키비키하게 보이는 마법 같은 소울메이트 각!,햇살 가득한 공원이나 뷰 맛집에서 릴스 찍는 힙한 바이브! B의 리드에 A가 센스 있게 호응하며 텐션 폭발하는 스타일이에요. 같이 있으면 웃음 끊길 일 없는 밝은 연애 분위기!,B의 열정이 너무 과해지면 A가 살짝 피곤할 수 있어요. 그럴 땐 '오히려 좋아' 마인드로 각자만의 멍때리는 시간을 존중해주면 찐사랑 모드 무한 유지 가능!,"대형 테라스 카페, 피크닉, 식물원 산책",2026-03-07 00:09:21
乙丑(을축),辛酉(신유),82,다이아몬드 텐션,섬세한 미적 감각의 을축(A)과 날카로운 보석 같은 신유(B)의 만남! 부드러운 넝쿨이 단단한 원석을 감싸 안으며 서로의 가치를 높여주는 '하이엔드 케미'예요. 서로 다른 결이 만나 서로를 더 빛나게 다듬어주는 시너지가 미쳤다! 서로의 폼을 미친 듯이 끌어올려 주는 럭키비키한 세계관이 펼쳐집니다.,세련된 무드가 흐르는 힙한 바이브! 남들 다 아는 곳 말고 우리만 아는 숨은 아지트나 감도 높은 핫플을 정복하는 스타일이에요. 같이 서 있기만 해도 비주얼 합이 폭발하는 연애!,둘 다 예민한 촉을 가졌으니 말 한마디에도 'T발 너 C야?' 금지! 서로의 섬세함을 배려하는 '예쁜 말 챌린지'만 더해준다면 찐사랑 모드 무한 유지 가능해요.,"편집숍 쇼핑, 프라이빗 와인바, 현대미술 전시",2026-03-07 00:10:08
丙寅(병인),丙寅(병인),92,쌍둥이 태양,"똑같은 태양 두 개가 만난 역대급 에너지! 병인일주끼리의 만남은 서로의 텐션을 단번에 알아보는 소울메이트 각이에요. 둘 다 화끈하고 뒤끝 없는 성격이라 시너지가 미쳤고, 같이 있으면 주변 온도까지 180°C 올라가는 핫한 관계예요. 서로의 열정을 가장 잘 이해해 주는 대체 불가 파트너입니다.","보는 사람도 기분 좋아지는 고자극 연애! 힙한 핫플레이스 웨이팅도 즐겁고, 매 순간이 릴스 감성인 화려한 데이트 바이브를 자랑해요. 칭찬 감옥에 가두는 주접 배틀이 일상!","둘 다 에너지가 너무 넘쳐서 가끔은 과열될 수 있어요! 서로를 향한 직진 본능은 유지하되, 가끔은 한 템포 쉬어가는 쿨다운 타임을 가지면 더 완벽한 갓벽 커플이 될 수 있답니다.","페스티벌 직관, 루프탑 바, 스포츠 경기 응원",2026-03-07 00:11:04
丙寅(병인),辛未(신미),95,자석 케미,뜨거운 태양 병화와 반짝이는 보석 신금이 만난 '병신합' 그 자체! 서로에게 첫눈에 감겨버리는 자석 같은 인력이에요. 신미의 차분함이 병인의 열정을 더 빛나게 해주는 갓벽한 밸런스! 서로의 부족한 점을 찰떡같이 채워주는 텐션 세계관이라 만날수록 시너지가 미쳤어요.,화려한 핫플 데이트와 아늑한 힐링 모먼트가 공존하는 스타일! 병인이 리드하고 신미가 센스 있게 맞장구치니 데이트 바이브가 언제나 폼 미쳤음.,병인의 직진 본능과 신미의 섬세함이 부딪힐 땐 잠시 쉼표! 서로의 속도 차이를 인정해 주는 '배려 챌린지'만 성공하면 평생 소울메이트 각이에요.,"야경 루프탑 바, 프라이빗 전시회, LP 카페",2026-03-07 00:11:45
丙寅(병인),丙子(병자),88,단짠 밸런스,뜨거운 태양 병화끼리 만나 텐션 폭발! 하지만 속은 완전 달라요. 숲속의 호랑이 병인과 호수 위 태양 병자가 만나 서로의 온도를 딱 맞춰주는 갓벽 밸런스! 병인의 추진력에 병자의 유연함이 더해지니 연애 세계관 확장이 무한대예요. 서로의 매력에 스며드는 속도가 미쳤습니다.,낮에는 핫플 부수고 밤에는 감성 토크하는 다이내믹 바이브! 병인의 열정과 병자의 차분한 무드가 만나 지루할 틈 없는 데이트 코스가 완성돼요.,둘 다 자기주장이 확실할 땐 '가위바위보'로 결정하는 귀여운 여유가 필요해요! 서로의 다름을 '새로운 장르'로 즐기면 평생 찐사랑 확정!,"한강 선셋 피크닉, 수영장 파티, 심야 드라이브",2026-03-07 00:12:32
丙寅(병인),辛巳(신사),82,운명적 끌림,태양 병화와 보석 신금이 만나 서로를 미치게 빛내주는 '병신합' 모드! 병인의 폭발적인 추진력과 신사의 세련된 감각이 만나면 연애 텐션이 수직 상승해요. 서로의 아우라에 홀린 듯 감겨버리는 자석 같은 케미라 한번 빠지면 헤어 나오기 힘든 소울메이트 각입니다.,"화려함 그 자체! 남들 시선 따위 신경 안 쓰는 당당한 연애 바이브예요. 명품 팝업 스토어나 세상 힙한 전시회에서 커플샷 찍으면 인스타 박제 각, 시너지 미쳤다!",둘 다 에너지가 뿜뿜할 때 가끔 스파크가 튈 수 있어요. 그럴 땐 서로의 열정을 리스펙트해 주는 '칭찬 릴레이'로 부드럽게 넘겨주면 찐사랑 지수 무한대!,"팝업 스토어 투어, 재즈 바, 파인 다이닝",2026-03-07 00:13:13
丙寅(병인),丙戌(병술),98,풀악셀 케미,불꽃 태양 병화끼리 만나 텐션 세계관 최강자 등극! 인목과 술토가 만나 '인술 합'을 이루니 서로의 에너지를 무한 증폭시키는 운명적 조합이에요. 같이 있으면 아이디어가 샘솟고 자신감이 뿜뿜해서 세상을 다 가진 기분! 서로의 열정을 가장 잘 이해하는 최고의 지원군이자 찐사랑 소울메이트 각입니다.,에너지 소모 100% 찍는 고출력 연애 바이브! 같이 운동을 하거나 핫플을 격파하는 액티브한 데이트가 일상이에요. 서로 주접 배틀하느라 웃음 끊길 일 없는 분위기!,둘 다 에너지가 너무 뜨거워서 가끔 과부하가 올 수 있어요! '오늘은 집에서 넷플릭스만 보자' 같은 릴랙스 타임을 정해두면 연애 텐션이 더 오래오래 유지될 거예요.,"러닝 크루 활동, 캠핑 불멍, 테마파크 투어",2026-03-07 00:13:59
丙寅(병인),辛卯(신묘),94,보석함 케미,태양 병화와 보석 신금이 만난 '병신합'의 정석! 병인의 따스한 에너지가 신묘의 섬세한 매력을 무대 주인공처럼 빛내줘요. 인목과 묘목이 만나 싱그러운 숲을 이루니 같이만 있어도 힐링 에너지가 풀충전되는 소울메이트 각! 서로의 감성을 찰떡같이 알아채는 텐션 세계관이 정말 매력적이에요.,감성 사진 오백 장 찍는 로맨틱 바이브! 병인의 화끈한 리드와 신묘의 트렌디한 센스가 만나면 어딜 가든 주인공 등극이에요. 몽글몽글하고 힙한 분위기가 공존하는 스타일!,가끔 병인의 에너지가 너무 뜨거워 신묘가 수줍어할 수 있어요! 서로의 '퍼스널 스페이스'를 리스펙트해 주는 센스만 발휘한다면 시너지 미쳤다 소리 절로 나올 거예요.,"플라워 원데이 클래스, 식물원 카페, 감성 숙소 호캉스",2026-03-07 00:14:51
丙寅(병인),丙申(병신),85,다이내믹 커플,태양 두 개가 만난 역대급 화력! 뜨거운 병인과 힙한 병신이 만나면 텐션 세계관이 무한 확장돼요. 서로 다른 매력의 에너지가 충돌하며 매번 새로운 스파크를 일으키는 성장형 케미! 지루할 틈 없는 짜릿한 밀당 천재들의 만남이라 서로의 자존감을 무지성으로 끌어올려 주는 시너지 미쳤다!,어딜 가나 주인공이 되는 갓생 커플 바이브! 서로의 일상을 릴스로 담아내느라 바쁜 에너제틱한 분위기예요. 칭찬 감옥에 가두는 주접 배틀이 일상!,둘 다 에너지가 풀악셀이라 가끔은 과열될 수 있어요! 그럴 땐 서로의 다름을 '새로운 장르'로 리스펙트해 주는 쿨다운 타임만 가져도 찐사랑 각!,"테니스 데이트, 팝업 스토어 투어, 스포츠 직관",2026-03-07 00:15:42
丙寅(병인),辛丑(신축),89,자석 케미,뜨거운 태양 병화와 반짝이는 보석 신금이 만난 '병신합'의 정석! 서로 다른 매력에 홀린 듯 감겨버리는 자석 같은 인력이에요. 병인의 파워풀한 에너지와 신축의 은은한 우아함이 만나면 연애 텐션이 아주 힙해져요. 서로의 부족한 감성을 찰떡같이 채워주는 소울메이트 각이라 시너지 미쳤다!,화끈한 리드와 섬세한 챙김이 공존하는 다정한 바이브! 낮에는 힙한 핫플 부수고 밤에는 진지한 미래 계획 세우는 갓생 커플 스타일이에요.,병인의 직진 본능과 신축의 신중함이 부딪힐 땐 '밀당 천재' 모드 발동! 서로의 속도 차이를 '성장형 자극'으로 즐기면 찐사랑 지수 무한대예요.,"와인 바 투어, 도자기 공방, 야경 드라이브",2026-03-07 00:16:35
